36,27.7,Funny Joke Programming If Coding Headphones Focus T-Shirt,84.72727272727273
83,24.1,Writer's Programming,79.0
50,75.2,Elements of Programming Interviews in Java: The Insiders' Guide,23.636363636363637
48,52.9,Learn programming,32.36363636363637
18,53.4,Elegoo EL-KIT-003 UNO Project Super Starter Kit with Tutorial for Arduino,86.36363636363636
38,20.6,The Rust Programming Language,83.9090909090909
34,75.5,ThinkFun Code Master Programming Logic Game and STEM Toy for Boys and Girls Age 8 and Up – Teaches Programming Skills Through Fun Gameplay,51.36363636363637
7,60.4,Cracking the Coding Interview: 189 Programming Questions and Solutions,39.36363636363637
69,44.6,Programming the Raspberry Pi,31.454545454545453
67,93.4,NSKI USB Programming Cable for Baofeng UV-5R UV-3R+ Two way Radio With Driver CD,68.81818181818181
45,51.7,Learning Resources Botley the Coding Robot Activity Set,69.81818181818181
66,70.6,Python and Algorithmic Thinking for the Complete Beginner - Compact Edition: Learn to Think Like a Programmer,87.54545454545455
21,40.6,Mastering Java: An Effective Project Based Approach including Web Development,85.81818181818181
64,75.3,C plus plus for Beginners: First steps of C ++ Programming Language,74.0909090909091
77,94.2,C Programming Language,101.4545454545454546
32,32.8,Programming for Beginners: 10 Books in 1- 5 Books of Excel Programming+ 5 Books of Data Analytics,83.45454545454545
86,79.9,Programming: Computer Programming for Beginners: Learn the Basics of Java,4.454545454545454
70,38.3,The C++ Programming Language (hardcover) (4th Edition),51.45454545454545
20,91.4,Python Programming: A Step By Step Guide From Beginner To Expert (Beginner,37.27272727272727
62,88.7,Programming Tutor,73.72727272727273
81,62.1,Melnor 53280 4-Outlet Digital Water Timer Simple and Flexible Programming,57.90909090909091
79,81.7,Laptop Stickers Pack for Developer [50PCS] Programming Stickers of Front-end dev,19.0
57,44.2,The C Programming Language,81.72727272727273
71,69.5,OMRON PLC Programming Cable Kit USB CS1W-CN226 CQM1-CIF02 C200HS-CN220-EU,68.0909090909091
58,15.7,Yaesu VX-6R USB PC Cable & Programming Software,79.36363636363636
17,98.5,Programming: Principles and Practice Using C++,57.72727272727273
26,50.0,Programming Languages,-3.4545454545454546
11,48.6,Programming for Beginners: 10 Books in 1- 5 Books of Excel Programming+ 5 Books of Data Analytics,30.272727272727273
82,65.1,Keyless Entry Remote Programming Service,71.0909090909091
9,12.3,The Complete Software Developer's Career Guide: How to Learn Programming Languages Quickly,127.636363636363637
